,country_pair,prompt_style,model_name,temperature,sim_score_1 (s(p,q)),sim_score_2 (s(q,p)),sim_diff,p-values
28,England-Ireland,Single_Similar_Degree (SSD),mistral_7B,0.5,19,19,0,[]
29,Germany-Austria,Single_Similar_Degree (SSD),mistral_7B,0.5,18,9,9,[]
30,U.S.S.R.-France,Single_Similar_Degree (SSD),mistral_7B,0.5,10,10,0,[]
31,Belgium-Luxembourg,Single_Similar_Degree (SSD),mistral_7B,0.5,19,19,0,[]
32,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),mistral_7B,0.5,10,0,10,[]
33,China-North Korea,Single_Similar_Degree (SSD),mistral_7B,0.5,18,12,6,[]
34,India-Sri Lanka,Single_Similar_Degree (SSD),mistral_7B,0.5,18,17,1,[]
35,U.S.A.-France,Single_Similar_Degree (SSD),mistral_7B,0.5,14,15,-1,[]
36,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),mistral_7B,0.5,8,1,7,[]
37,England-Jordan,Single_Similar_Degree (SSD),mistral_7B,0.5,15,16,-1,[]
38,France-Israel,Single_Similar_Degree (SSD),mistral_7B,0.5,16,4,12,[]
39,U.S.A.-Germany,Single_Similar_Degree (SSD),mistral_7B,0.5,8,15,-7,[]
40,U.S.S.R.-Syria,Single_Similar_Degree (SSD),mistral_7B,0.5,6,1,5,[]
41,France-Algeria,Single_Similar_Degree (SSD),mistral_7B,0.5,14,5,9,[]
42,U.S.A.-Mexico,Single_Similar_Degree (SSD),mistral_7B,1.0,15,17,-2,[]
43,U.S.S.R.-Poland,Single_Similar_Degree (SSD),mistral_7B,1.0,5,1,4,[]
44,China-Albania,Single_Similar_Degree (SSD),mistral_7B,1.0,5,1,4,[]
45,U.S.A.-Israel,Single_Similar_Degree (SSD),mistral_7B,1.0,15,8,7,[]
46,Japan-Philippines,Single_Similar_Degree (SSD),mistral_7B,1.0,8,7,1,[]
47,U.S.A.-Canada,Single_Similar_Degree (SSD),mistral_7B,1.0,19,16,3,[]
48,U.S.S.R.-Israel,Single_Similar_Degree (SSD),mistral_7B,1.0,5,5,0,[]
49,England-Ireland,Single_Similar_Degree (SSD),mistral_7B,1.0,8,17,-9,[]
50,Germany-Austria,Single_Similar_Degree (SSD),mistral_7B,1.0,18,7,11,[]
51,U.S.S.R.-France,Single_Similar_Degree (SSD),mistral_7B,1.0,6,3,3,[]
52,Belgium-Luxembourg,Single_Similar_Degree (SSD),mistral_7B,1.0,18,16,2,[]
53,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),mistral_7B,1.0,0,4,-4,[]
54,China-North Korea,Single_Similar_Degree (SSD),mistral_7B,1.0,17,4,13,[]
55,India-Sri Lanka,Single_Similar_Degree (SSD),mistral_7B,1.0,18,18,0,[]
56,U.S.A.-France,Single_Similar_Degree (SSD),mistral_7B,1.0,5,8,-3,[]
57,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),mistral_7B,1.0,10,10,0,[]
58,England-Jordan,Single_Similar_Degree (SSD),mistral_7B,1.0,15,6,9,[]
59,France-Israel,Single_Similar_Degree (SSD),mistral_7B,1.0,5,7,-2,[]
60,U.S.A.-Germany,Single_Similar_Degree (SSD),mistral_7B,1.0,70,8,62,[]
61,U.S.S.R.-Syria,Single_Similar_Degree (SSD),mistral_7B,1.0,4,1,3,[]
62,France-Algeria,Single_Similar_Degree (SSD),mistral_7B,1.0,18,5,13,[]
63,U.S.A.-Mexico,Single_Similar_Degree (SSD),mistral_7B,1.5,8,8,0,[]
64,U.S.S.R.-Poland,Single_Similar_Degree (SSD),mistral_7B,1.5,15,5,10,[]
65,China-Albania,Single_Similar_Degree (SSD),mistral_7B,1.5,17,4,13,[]
66,U.S.A.-Israel,Single_Similar_Degree (SSD),mistral_7B,1.5,7,8,-1,[]
67,Japan-Philippines,Single_Similar_Degree (SSD),mistral_7B,1.5,16,13,3,[]
68,U.S.A.-Canada,Single_Similar_Degree (SSD),mistral_7B,1.5,8,16,-8,[]
69,U.S.S.R.-Israel,Single_Similar_Degree (SSD),mistral_7B,1.5,3,8,-5,[]
70,England-Ireland,Single_Similar_Degree (SSD),mistral_7B,1.5,18,15,3,[]
71,Germany-Austria,Single_Similar_Degree (SSD),mistral_7B,1.5,85,19,66,[]
72,U.S.S.R.-France,Single_Similar_Degree (SSD),mistral_7B,1.5,0,1,-1,[]
73,Belgium-Luxembourg,Single_Similar_Degree (SSD),mistral_7B,1.5,19,16,3,[]
74,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),mistral_7B,1.5,0,16,-16,[]
75,China-North Korea,Single_Similar_Degree (SSD),mistral_7B,1.5,4,4,0,[]
76,India-Sri Lanka,Single_Similar_Degree (SSD),mistral_7B,1.5,15,15,0,[]
77,U.S.A.-France,Single_Similar_Degree (SSD),mistral_7B,1.5,13,14,-1,[]
78,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),mistral_7B,1.5,5,5,0,[]
79,England-Jordan,Single_Similar_Degree (SSD),mistral_7B,1.5,13,6,7,[]
80,France-Israel,Single_Similar_Degree (SSD),mistral_7B,1.5,9,4,5,[]
81,U.S.A.-Germany,Single_Similar_Degree (SSD),mistral_7B,1.5,18,7,11,[]
82,U.S.S.R.-Syria,Single_Similar_Degree (SSD),mistral_7B,1.5,6,16,-10,[]
83,France-Algeria,Single_Similar_Degree (SSD),mistral_7B,1.5,9,13,-4,[]
84,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
85,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_7B,0.001,15,10,5,[]
86,China-Albania,Single_Similar_Degree (SSD),llama2_7B,0.001,8,5,3,[]
87,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
88,Japan-Philippines,Single_Similar_Degree (SSD),llama2_7B,0.001,10,15,-5,[]
89,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
90,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
91,England-Ireland,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
92,Germany-Austria,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
93,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
94,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
95,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
96,China-North Korea,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
97,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
98,U.S.A.-France,Single_Similar_Degree (SSD),llama2_7B,0.001,15,10,5,[]
99,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
100,England-Jordan,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
101,France-Israel,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
102,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_7B,0.001,15,15,0,[]
103,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama2_7B,0.001,10,10,0,[]
104,France-Algeria,Single_Similar_Degree (SSD),llama2_7B,0.001,10,15,-5,[]
105,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
106,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_7B,0.5,15,8,7,[]
107,China-Albania,Single_Similar_Degree (SSD),llama2_7B,0.5,5,5,0,[]
108,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
109,Japan-Philippines,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
110,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
111,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
112,England-Ireland,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
113,Germany-Austria,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
114,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
115,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
116,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
117,China-North Korea,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
118,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
119,U.S.A.-France,Single_Similar_Degree (SSD),llama2_7B,0.5,15,10,5,[]
120,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
121,England-Jordan,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
122,France-Israel,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
123,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
124,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama2_7B,0.5,10,10,0,[]
125,France-Algeria,Single_Similar_Degree (SSD),llama2_7B,0.5,15,15,0,[]
126,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_7B,1.0,15,10,5,[]
127,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
128,China-Albania,Single_Similar_Degree (SSD),llama2_7B,1.0,8,5,3,[]
129,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
130,Japan-Philippines,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
131,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
132,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_7B,1.0,15,10,5,[]
133,England-Ireland,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
134,Germany-Austria,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
135,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
136,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
137,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_7B,1.0,8,10,-2,[]
138,China-North Korea,Single_Similar_Degree (SSD),llama2_7B,1.0,10,15,-5,[]
139,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_7B,1.0,15,15,0,[]
140,U.S.A.-France,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
141,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_7B,1.0,15,10,5,[]
142,England-Jordan,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
143,France-Israel,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
144,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_7B,1.0,15,10,5,[]
145,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama2_7B,1.0,10,10,0,[]
146,France-Algeria,Single_Similar_Degree (SSD),llama2_7B,1.0,8,10,-2,[]
147,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_7B,1.5,15,10,5,[]
148,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_7B,1.5,15,10,5,[]
149,China-Albania,Single_Similar_Degree (SSD),llama2_7B,1.5,10,5,5,[]
150,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_7B,1.5,15,10,5,[]
151,Japan-Philippines,Single_Similar_Degree (SSD),llama2_7B,1.5,10,10,0,[]
152,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
153,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_7B,1.5,8,10,-2,[]
154,England-Ireland,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
155,Germany-Austria,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
156,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_7B,1.5,10,10,0,[]
157,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
158,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_7B,1.5,8,10,-2,[]
159,China-North Korea,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
160,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
161,U.S.A.-France,Single_Similar_Degree (SSD),llama2_7B,1.5,10,10,0,[]
162,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
163,England-Jordan,Single_Similar_Degree (SSD),llama2_7B,1.5,10,10,0,[]
164,France-Israel,Single_Similar_Degree (SSD),llama2_7B,1.5,10,15,-5,[]
165,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_7B,1.5,15,15,0,[]
166,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama2_7B,1.5,10,10,0,[]
167,France-Algeria,Single_Similar_Degree (SSD),llama2_7B,1.5,15,10,5,[]
168,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama3_8B,0.001,12,14,-2,[]
169,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama3_8B,0.001,4,4,0,[]
170,China-Albania,Single_Similar_Degree (SSD),llama3_8B,0.001,2,2,0,[]
171,U.S.A.-Israel,Single_Similar_Degree (SSD),llama3_8B,0.001,6,14,-8,[]
172,Japan-Philippines,Single_Similar_Degree (SSD),llama3_8B,0.001,6,8,-2,[]
173,U.S.A.-Canada,Single_Similar_Degree (SSD),llama3_8B,0.001,18,18,0,[]
174,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama3_8B,0.001,2,2,0,[]
175,England-Ireland,Single_Similar_Degree (SSD),llama3_8B,0.001,12,12,0,[]
176,Germany-Austria,Single_Similar_Degree (SSD),llama3_8B,0.001,18,14,4,[]
177,U.S.S.R.-France,Single_Similar_Degree (SSD),llama3_8B,0.001,4,2,2,[]
178,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama3_8B,0.001,18,14,4,[]
179,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama3_8B,0.001,2,4,-2,[]
180,China-North Korea,Single_Similar_Degree (SSD),llama3_8B,0.001,12,12,0,[]
181,India-Sri Lanka,Single_Similar_Degree (SSD),llama3_8B,0.001,12,15,-3,[]
182,U.S.A.-France,Single_Similar_Degree (SSD),llama3_8B,0.001,6,12,-6,[]
183,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama3_8B,0.001,4,4,0,[]
184,England-Jordan,Single_Similar_Degree (SSD),llama3_8B,0.001,2,4,-2,[]
185,France-Israel,Single_Similar_Degree (SSD),llama3_8B,0.001,4,4,0,[]
186,U.S.A.-Germany,Single_Similar_Degree (SSD),llama3_8B,0.001,12,12,0,[]
187,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama3_8B,0.001,2,2,0,[]
188,France-Algeria,Single_Similar_Degree (SSD),llama3_8B,0.001,12,12,0,[]
189,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama3_8B,0.5,12,12,0,[]
190,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama3_8B,0.5,4,5,-1,[]
191,China-Albania,Single_Similar_Degree (SSD),llama3_8B,0.5,2,2,0,[]
192,U.S.A.-Israel,Single_Similar_Degree (SSD),llama3_8B,0.5,4,12,-8,[]
193,Japan-Philippines,Single_Similar_Degree (SSD),llama3_8B,0.5,6,8,-2,[]
194,U.S.A.-Canada,Single_Similar_Degree (SSD),llama3_8B,0.5,18,16,2,[]
195,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama3_8B,0.5,2,2,0,[]
196,England-Ireland,Single_Similar_Degree (SSD),llama3_8B,0.5,16,12,4,[]
197,Germany-Austria,Single_Similar_Degree (SSD),llama3_8B,0.5,14,12,2,[]
198,U.S.S.R.-France,Single_Similar_Degree (SSD),llama3_8B,0.5,4,2,2,[]
199,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama3_8B,0.5,14,14,0,[]
200,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama3_8B,0.5,4,4,0,[]
201,China-North Korea,Single_Similar_Degree (SSD),llama3_8B,0.5,12,15,-3,[]
202,India-Sri Lanka,Single_Similar_Degree (SSD),llama3_8B,0.5,15,15,0,[]
203,U.S.A.-France,Single_Similar_Degree (SSD),llama3_8B,0.5,10,12,-2,[]
204,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama3_8B,0.5,4,4,0,[]
205,England-Jordan,Single_Similar_Degree (SSD),llama3_8B,0.5,2,4,-2,[]
206,France-Israel,Single_Similar_Degree (SSD),llama3_8B,0.5,4,4,0,[]
207,U.S.A.-Germany,Single_Similar_Degree (SSD),llama3_8B,0.5,12,12,0,[]
208,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama3_8B,0.5,2,2,0,[]
209,France-Algeria,Single_Similar_Degree (SSD),llama3_8B,0.5,12,14,-2,[]
210,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama3_8B,1.0,14,14,0,[]
211,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama3_8B,1.0,4,4,0,[]
212,China-Albania,Single_Similar_Degree (SSD),llama3_8B,1.0,2,2,0,[]
213,U.S.A.-Israel,Single_Similar_Degree (SSD),llama3_8B,1.0,6,15,-9,[]
214,Japan-Philippines,Single_Similar_Degree (SSD),llama3_8B,1.0,4,6,-2,[]
215,U.S.A.-Canada,Single_Similar_Degree (SSD),llama3_8B,1.0,18,18,0,[]
216,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama3_8B,1.0,2,2,0,[]
217,England-Ireland,Single_Similar_Degree (SSD),llama3_8B,1.0,12,12,0,[]
218,Germany-Austria,Single_Similar_Degree (SSD),llama3_8B,1.0,14,14,0,[]
219,U.S.S.R.-France,Single_Similar_Degree (SSD),llama3_8B,1.0,2,4,-2,[]
220,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama3_8B,1.0,18,12,6,[]
221,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama3_8B,1.0,4,4,0,[]
222,China-North Korea,Single_Similar_Degree (SSD),llama3_8B,1.0,16,10,6,[]
223,India-Sri Lanka,Single_Similar_Degree (SSD),llama3_8B,1.0,12,15,-3,[]
224,U.S.A.-France,Single_Similar_Degree (SSD),llama3_8B,1.0,10,6,4,[]
225,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama3_8B,1.0,4,2,2,[]
226,England-Jordan,Single_Similar_Degree (SSD),llama3_8B,1.0,2,8,-6,[]
227,France-Israel,Single_Similar_Degree (SSD),llama3_8B,1.0,4,4,0,[]
228,U.S.A.-Germany,Single_Similar_Degree (SSD),llama3_8B,1.0,14,14,0,[]
229,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama3_8B,1.0,2,2,0,[]
230,France-Algeria,Single_Similar_Degree (SSD),llama3_8B,1.0,12,8,4,[]
231,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama3_8B,1.5,15,14,1,[]
232,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama3_8B,1.5,2,4,-2,[]
233,China-Albania,Single_Similar_Degree (SSD),llama3_8B,1.5,4,4,0,[]
234,U.S.A.-Israel,Single_Similar_Degree (SSD),llama3_8B,1.5,10,14,-4,[]
235,Japan-Philippines,Single_Similar_Degree (SSD),llama3_8B,1.5,4,12,-8,[]
236,U.S.A.-Canada,Single_Similar_Degree (SSD),llama3_8B,1.5,14,18,-4,[]
237,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama3_8B,1.5,2,2,0,[]
238,England-Ireland,Single_Similar_Degree (SSD),llama3_8B,1.5,18,14,4,[]
239,Germany-Austria,Single_Similar_Degree (SSD),llama3_8B,1.5,12,15,-3,[]
240,U.S.S.R.-France,Single_Similar_Degree (SSD),llama3_8B,1.5,4,2,2,[]
241,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama3_8B,1.5,18,14,4,[]
242,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama3_8B,1.5,2,10,-8,[]
243,China-North Korea,Single_Similar_Degree (SSD),llama3_8B,1.5,14,12,2,[]
244,India-Sri Lanka,Single_Similar_Degree (SSD),llama3_8B,1.5,15,15,0,[]
245,U.S.A.-France,Single_Similar_Degree (SSD),llama3_8B,1.5,6,15,-9,[]
246,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama3_8B,1.5,4,5,-1,[]
247,England-Jordan,Single_Similar_Degree (SSD),llama3_8B,1.5,2,4,-2,[]
248,France-Israel,Single_Similar_Degree (SSD),llama3_8B,1.5,2,2,0,[]
249,U.S.A.-Germany,Single_Similar_Degree (SSD),llama3_8B,1.5,14,12,2,[]
250,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama3_8B,1.5,2,4,-2,[]
251,France-Algeria,Single_Similar_Degree (SSD),llama3_8B,1.5,6,8,-2,[]
252,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_13B,0.001,10,15,-5,[]
253,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_13B,0.001,5,5,0,[]
254,China-Albania,Single_Similar_Degree (SSD),llama2_13B,0.001,5,5,0,[]
255,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_13B,0.001,14,14,0,[]
256,Japan-Philippines,Single_Similar_Degree (SSD),llama2_13B,0.001,8,8,0,[]
257,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_13B,0.001,15,15,0,[]
258,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_13B,0.001,5,5,0,[]
259,England-Ireland,Single_Similar_Degree (SSD),llama2_13B,0.001,15,15,0,[]
260,Germany-Austria,Single_Similar_Degree (SSD),llama2_13B,0.001,15,15,0,[]
261,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_13B,0.001,5,5,0,[]
262,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_13B,0.001,15,15,0,[]
263,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_13B,0.001,5,5,0,[]
264,China-North Korea,Single_Similar_Degree (SSD),llama2_13B,0.001,5,15,-10,[]
265,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_13B,0.001,12,15,-3,[]
266,U.S.A.-France,Single_Similar_Degree (SSD),llama2_13B,0.001,12,12,0,[]
267,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_13B,0.001,15,12,3,[]
268,England-Jordan,Single_Similar_Degree (SSD),llama2_13B,0.001,8,10,-2,[]
269,France-Israel,Single_Similar_Degree (SSD),llama2_13B,0.001,12,12,0,[]
270,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_13B,0.001,14,14,0,[]
271,U.S.S.R.-Syria,Single_Similar_Degree (SSD),llama2_13B,0.001,5,4,1,[]
272,France-Algeria,Single_Similar_Degree (SSD),llama2_13B,0.001,5,10,-5,[]
273,U.S.A.-Mexico,Single_Similar_Degree (SSD),llama2_13B,0.5,10,15,-5,[]
274,U.S.S.R.-Poland,Single_Similar_Degree (SSD),llama2_13B,0.5,5,4,1,[]
275,China-Albania,Single_Similar_Degree (SSD),llama2_13B,0.5,4,5,-1,[]
276,U.S.A.-Israel,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
277,Japan-Philippines,Single_Similar_Degree (SSD),llama2_13B,0.5,12,8,4,[]
278,U.S.A.-Canada,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
279,U.S.S.R.-Israel,Single_Similar_Degree (SSD),llama2_13B,0.5,5,5,0,[]
280,England-Ireland,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
281,Germany-Austria,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
282,U.S.S.R.-France,Single_Similar_Degree (SSD),llama2_13B,0.5,5,5,0,[]
283,Belgium-Luxembourg,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
284,U.S.A.-U.S.S.R.,Single_Similar_Degree (SSD),llama2_13B,0.5,5,5,0,[]
285,China-North Korea,Single_Similar_Degree (SSD),llama2_13B,0.5,5,14,-9,[]
286,India-Sri Lanka,Single_Similar_Degree (SSD),llama2_13B,0.5,15,15,0,[]
287,U.S.A.-France,Single_Similar_Degree (SSD),llama2_13B,0.5,12,12,0,[]
288,U.S.S.R.-Cuba,Single_Similar_Degree (SSD),llama2_13B,0.5,14,15,-1,[]
289,England-Jordan,Single_Similar_Degree (SSD),llama2_13B,0.5,7,10,-3,[]
290,France-Israel,Single_Similar_Degree (SSD),llama2_13B,0.5,10,14,-4,[]
291,U.S.A.-Germany,Single_Similar_Degree (SSD),llama2_13B,0.5,12,14,-2,[]
