trial_num,country_pair,model_name,temperature,sim_score_1_to,sim_score_2_to,sim_score_1_and,sim_score_2_and,sim_score_1_degree,sim_score_2_degree,sim_diff_to,sim_diff_and,sim_diff_degree
25,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,12,10,10,0,-2,0
26,U.S.A.-Mexico,gpt-4o,0.8,12,12,10,15,10,10,0,-5,0
27,U.S.A.-Mexico,gpt-4o,0.8,12,10,10,15,5,10,2,-5,-5
28,U.S.A.-Mexico,gpt-4o,0.8,10,15,5,10,10,10,-5,-5,0
29,U.S.A.-Mexico,gpt-4o,0.8,12,10,10,10,10,12,2,0,-2
30,U.S.A.-Mexico,gpt-4o,0.8,12,12,10,12,10,12,0,-2,-2
31,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,10,10,10,-2,0,0
32,U.S.A.-Mexico,gpt-4o,0.8,10,14,10,12,10,15,-4,-2,-5
33,U.S.A.-Mexico,gpt-4o,0.8,10,12,5,14,10,10,-2,-9,0
34,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,15,10,10,0,-5,0
35,U.S.A.-Mexico,gpt-4o,0.8,10,12,12,15,12,10,-2,-3,2
36,U.S.A.-Mexico,gpt-4o,0.8,12,12,12,15,10,12,0,-3,-2
37,U.S.A.-Mexico,gpt-4o,0.8,12,14,10,12,12,12,-2,-2,0
38,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,14,12,13,-2,-4,-1
39,U.S.A.-Mexico,gpt-4o,0.8,10,14,10,14,10,10,-4,-4,0
40,U.S.A.-Mexico,gpt-4o,0.8,12,15,10,14,10,10,-3,-4,0
41,U.S.A.-Mexico,gpt-4o,0.8,12,10,12,15,9,12,2,-3,-3
42,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,15,10,10,-2,-5,0
43,U.S.A.-Mexico,gpt-4o,0.8,8,10,10,12,10,10,-2,-2,0
44,U.S.A.-Mexico,gpt-4o,0.8,10,12,5,15,12,12,-2,-10,0
45,U.S.A.-Mexico,gpt-4o,0.8,12,10,10,14,10,10,2,-4,0
46,U.S.A.-Mexico,gpt-4o,0.8,12,12,8,12,10,10,0,-4,0
47,U.S.A.-Mexico,gpt-4o,0.8,12,12,10,14,10,14,0,-4,-4
48,U.S.A.-Mexico,gpt-4o,0.8,12,13,12,14,5,12,-1,-2,-7
49,U.S.A.-Mexico,gpt-4o,0.8,10,14,5,14,10,10,-4,-9,0
50,U.S.A.-Mexico,gpt-4o,0.8,10,12,8,14,10,10,-2,-6,0
51,U.S.A.-Mexico,gpt-4o,0.8,12,12,10,14,5,12,0,-4,-7
52,U.S.A.-Mexico,gpt-4o,0.8,10,11,14,12,10,10,-1,2,0
53,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,12,7,12,0,-2,-5
54,U.S.A.-Mexico,gpt-4o,0.8,12,10,10,15,10,12,2,-5,-2
55,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,14,10,12,-2,-4,-2
56,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,15,10,12,0,-5,-2
57,U.S.A.-Mexico,gpt-4o,0.8,10,12,8,10,10,10,-2,-2,0
58,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,14,10,14,-2,-4,-4
59,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,15,10,12,0,-5,-2
60,U.S.A.-Mexico,gpt-4o,0.8,12,12,8,12,10,13,0,-4,-3
61,U.S.A.-Mexico,gpt-4o,0.8,10,8,10,14,10,12,2,-4,-2
62,U.S.A.-Mexico,gpt-4o,0.8,10,10,5,14,10,10,0,-9,0
63,U.S.A.-Mexico,gpt-4o,0.8,12,14,12,10,10,10,-2,2,0
64,U.S.A.-Mexico,gpt-4o,0.8,12,10,10,12,10,10,2,-2,0
65,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,10,10,13,0,0,-3
66,U.S.A.-Mexico,gpt-4o,0.8,12,15,5,12,10,13,-3,-7,-3
67,U.S.A.-Mexico,gpt-4o,0.8,12,12,8,12,8,14,0,-4,-6
68,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,10,10,12,0,0,-2
69,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,10,10,10,-2,0,0
70,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,10,10,12,-2,0,-2
71,U.S.A.-Mexico,gpt-4o,0.8,10,12,7,10,10,12,-2,-3,-2
72,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,13,10,14,-2,-3,-4
73,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,12,10,15,-2,-2,-5
74,U.S.A.-Mexico,gpt-4o,0.8,12,10,12,12,10,10,2,0,0
75,U.S.A.-Mexico,gpt-4o,0.8,10,12,10,10,10,10,-2,0,0
76,U.S.A.-Mexico,gpt-4o,0.8,15,14,10,10,10,10,1,0,0
77,U.S.A.-Mexico,gpt-4o,0.8,10,10,10,12,12,12,0,-2,0
1,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,10,10,5,0,-5,5
2,U.S.S.R.-Poland,gpt-4o,0.8,10,10,5,5,7,8,0,0,-1
3,U.S.S.R.-Poland,gpt-4o,0.8,10,5,12,5,6,5,5,7,1
4,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,5,5,5,5,0,0
5,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,5,5,0,5,0
6,U.S.S.R.-Poland,gpt-4o,0.8,5,5,12,10,5,5,0,2,0
7,U.S.S.R.-Poland,gpt-4o,0.8,10,5,12,6,4,8,5,6,-4
8,U.S.S.R.-Poland,gpt-4o,0.8,7,5,12,5,5,5,2,7,0
9,U.S.S.R.-Poland,gpt-4o,0.8,5,5,8,5,4,8,0,3,-4
10,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,5,5,5,5,0,0
11,U.S.S.R.-Poland,gpt-4o,0.8,10,5,8,2,5,5,5,6,0
12,U.S.S.R.-Poland,gpt-4o,0.8,10,5,8,5,5,10,5,3,-5
13,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
14,U.S.S.R.-Poland,gpt-4o,0.8,8,5,10,5,5,5,3,5,0
15,U.S.S.R.-Poland,gpt-4o,0.8,7,5,15,5,5,5,2,10,0
16,U.S.S.R.-Poland,gpt-4o,0.8,5,3,10,5,5,5,2,5,0
17,U.S.S.R.-Poland,gpt-4o,0.8,5,5,12,5,5,5,0,7,0
18,U.S.S.R.-Poland,gpt-4o,0.8,5,5,12,5,5,5,0,7,0
19,U.S.S.R.-Poland,gpt-4o,0.8,10,4,8,10,5,5,6,-2,0
20,U.S.S.R.-Poland,gpt-4o,0.8,12,5,8,5,5,5,7,3,0
21,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,5,5,0,5,0
22,U.S.S.R.-Poland,gpt-4o,0.8,10,5,8,6,5,5,5,2,0
23,U.S.S.R.-Poland,gpt-4o,0.8,10,5,6,8,5,5,5,-2,0
24,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,5,5,0,5,0
25,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,8,5,0,5,3
26,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,8,5,5,5,2,0
27,U.S.S.R.-Poland,gpt-4o,0.8,8,5,5,5,5,5,3,0,0
28,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,6,5,0,5,1
29,U.S.S.R.-Poland,gpt-4o,0.8,10,10,10,8,12,5,0,2,7
30,U.S.S.R.-Poland,gpt-4o,0.8,15,5,15,10,5,5,10,5,0
31,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,12,6,5,5,-7,1
32,U.S.S.R.-Poland,gpt-4o,0.8,7,5,5,10,5,5,2,-5,0
33,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,8,5,5,0,-3,0
34,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,5,5,5,5,0,0
35,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,5,10,0,5,-5
36,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
37,U.S.S.R.-Poland,gpt-4o,0.8,10,5,8,5,5,5,5,3,0
38,U.S.S.R.-Poland,gpt-4o,0.8,15,5,10,5,4,5,10,5,-1
39,U.S.S.R.-Poland,gpt-4o,0.8,5,5,8,12,5,5,0,-4,0
40,U.S.S.R.-Poland,gpt-4o,0.8,10,5,15,8,10,8,5,7,2
41,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
42,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,8,5,5,5,2,0
43,U.S.S.R.-Poland,gpt-4o,0.8,5,10,5,5,5,5,-5,0,0
44,U.S.S.R.-Poland,gpt-4o,0.8,8,8,12,5,5,5,0,7,0
45,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,6,0,0,-1
46,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,12,8,5,0,-2,3
47,U.S.S.R.-Poland,gpt-4o,0.8,10,5,4,5,5,5,5,-1,0
48,U.S.S.R.-Poland,gpt-4o,0.8,14,5,10,12,5,5,9,-2,0
49,U.S.S.R.-Poland,gpt-4o,0.8,8,5,10,5,5,5,3,5,0
50,U.S.S.R.-Poland,gpt-4o,0.8,8,5,5,5,5,5,3,0,0
51,U.S.S.R.-Poland,gpt-4o,0.8,8,5,12,5,8,5,3,7,3
52,U.S.S.R.-Poland,gpt-4o,0.8,5,5,12,5,5,5,0,7,0
53,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,5,8,5,5,0,3
54,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
55,U.S.S.R.-Poland,gpt-4o,0.8,5,3,12,5,5,5,2,7,0
56,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,8,5,0,5,3
57,U.S.S.R.-Poland,gpt-4o,0.8,8,5,10,8,5,5,3,2,0
58,U.S.S.R.-Poland,gpt-4o,0.8,12,5,12,5,8,5,7,7,3
59,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,5,8,5,5,5,3
60,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,8,5,5,5,2,0
61,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,5,5,5,5,0,0
62,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,10,5,5,5,-5,0
63,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,10,5,5,0,-5,0
64,U.S.S.R.-Poland,gpt-4o,0.8,8,5,12,5,5,5,3,7,0
65,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,5,5,0,5,0
66,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,12,5,5,5,-2,0
67,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,10,5,5,0,-5,0
68,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,6,5,5,0,-1,0
69,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,5,10,6,5,5,4
70,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,8,5,5,0,-3,0
71,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,8,5,0,0,3
72,U.S.S.R.-Poland,gpt-4o,0.8,10,4,10,10,5,5,6,0,0
73,U.S.S.R.-Poland,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
74,U.S.S.R.-Poland,gpt-4o,0.8,10,5,5,6,5,5,5,-1,0
75,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,5,10,5,5,5,5
76,U.S.S.R.-Poland,gpt-4o,0.8,10,5,10,5,5,5,5,5,0
77,U.S.S.R.-Poland,gpt-4o,0.8,5,5,10,5,8,5,0,5,3
1,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
2,China-Albania,gpt-4o,0.8,5,2,5,2,5,5,3,3,0
3,China-Albania,gpt-4o,0.8,5,2,5,5,5,4,3,0,1
4,China-Albania,gpt-4o,0.8,3,3,5,4,5,3,0,1,2
5,China-Albania,gpt-4o,0.8,5,5,5,5,3,5,0,0,-2
6,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
7,China-Albania,gpt-4o,0.8,5,2,5,5,6,5,3,0,1
8,China-Albania,gpt-4o,0.8,5,5,3,5,5,5,0,-2,0
9,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
10,China-Albania,gpt-4o,0.8,5,3,5,5,5,5,2,0,0
11,China-Albania,gpt-4o,0.8,5,5,5,2,5,5,0,3,0
12,China-Albania,gpt-4o,0.8,5,5,5,3,5,3,0,2,2
13,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
14,China-Albania,gpt-4o,0.8,2,3,5,5,5,5,-1,0,0
15,China-Albania,gpt-4o,0.8,5,4,5,5,5,3,1,0,2
16,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
17,China-Albania,gpt-4o,0.8,5,2,5,5,5,5,3,0,0
18,China-Albania,gpt-4o,0.8,5,3,5,5,5,5,2,0,0
19,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
20,China-Albania,gpt-4o,0.8,2,2,5,5,5,5,0,0,0
21,China-Albania,gpt-4o,0.8,5,3,5,2,5,5,2,3,0
22,China-Albania,gpt-4o,0.8,5,3,5,5,5,4,2,0,1
23,China-Albania,gpt-4o,0.8,5,5,2,3,5,5,0,-1,0
24,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
25,China-Albania,gpt-4o,0.8,5,5,5,5,4,5,0,0,-1
26,China-Albania,gpt-4o,0.8,5,2,5,3,5,3,3,2,2
27,China-Albania,gpt-4o,0.8,2,5,5,5,5,5,-3,0,0
28,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
29,China-Albania,gpt-4o,0.8,4,5,5,5,5,5,-1,0,0
30,China-Albania,gpt-4o,0.8,5,5,5,3,5,4,0,2,1
31,China-Albania,gpt-4o,0.8,5,5,2,5,5,5,0,-3,0
32,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
33,China-Albania,gpt-4o,0.8,5,5,5,5,5,2,0,0,3
34,China-Albania,gpt-4o,0.8,5,2,5,5,3,5,3,0,-2
35,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
36,China-Albania,gpt-4o,0.8,2,5,5,5,4,3,-3,0,1
37,China-Albania,gpt-4o,0.8,5,5,5,1,5,5,0,4,0
38,China-Albania,gpt-4o,0.8,5,5,5,5,5,4,0,0,1
39,China-Albania,gpt-4o,0.8,3,3,5,5,5,5,0,0,0
40,China-Albania,gpt-4o,0.8,5,2,3,5,8,5,3,-2,3
41,China-Albania,gpt-4o,0.8,2,5,3,5,6,2,-3,-2,4
42,China-Albania,gpt-4o,0.8,5,5,5,2,3,5,0,3,-2
43,China-Albania,gpt-4o,0.8,5,2,5,5,5,5,3,0,0
44,China-Albania,gpt-4o,0.8,5,5,5,3,5,5,0,2,0
45,China-Albania,gpt-4o,0.8,5,3,5,2,5,5,2,3,0
46,China-Albania,gpt-4o,0.8,5,3,5,5,5,5,2,0,0
47,China-Albania,gpt-4o,0.8,5,5,5,4,5,5,0,1,0
48,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
49,China-Albania,gpt-4o,0.8,5,5,5,2,5,5,0,3,0
50,China-Albania,gpt-4o,0.8,5,5,5,5,4,5,0,0,-1
51,China-Albania,gpt-4o,0.8,5,5,5,4,5,5,0,1,0
52,China-Albania,gpt-4o,0.8,2,3,5,5,2,5,-1,0,-3
53,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
54,China-Albania,gpt-4o,0.8,5,2,5,5,2,3,3,0,-1
55,China-Albania,gpt-4o,0.8,5,3,5,5,3,4,2,0,-1
56,China-Albania,gpt-4o,0.8,5,5,5,5,3,2,0,0,1
57,China-Albania,gpt-4o,0.8,5,5,5,2,5,5,0,3,0
58,China-Albania,gpt-4o,0.8,5,3,5,5,5,5,2,0,0
59,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
60,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
61,China-Albania,gpt-4o,0.8,5,2,5,7,3,3,3,-2,0
62,China-Albania,gpt-4o,0.8,5,3,5,3,5,5,2,2,0
63,China-Albania,gpt-4o,0.8,5,5,5,3,5,5,0,2,0
64,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
65,China-Albania,gpt-4o,0.8,5,5,5,3,5,4,0,2,1
66,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
67,China-Albania,gpt-4o,0.8,5,5,5,5,5,3,0,0,2
68,China-Albania,gpt-4o,0.8,5,5,2,5,5,4,0,-3,1
69,China-Albania,gpt-4o,0.8,5,5,5,1,5,5,0,4,0
70,China-Albania,gpt-4o,0.8,5,3,5,5,5,3,2,0,2
71,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
72,China-Albania,gpt-4o,0.8,5,2,5,5,5,5,3,0,0
73,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
74,China-Albania,gpt-4o,0.8,5,5,5,5,5,5,0,0,0
75,China-Albania,gpt-4o,0.8,5,2,5,5,5,5,3,0,0
76,China-Albania,gpt-4o,0.8,5,3,5,5,5,3,2,0,2
77,China-Albania,gpt-4o,0.8,3,5,5,3,5,5,-2,2,0
1,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,10,10,0,-5,0
2,U.S.A.-Israel,gpt-4o,0.8,8,10,10,15,10,12,-2,-5,-2
3,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,12,0,-2,-2
4,U.S.A.-Israel,gpt-4o,0.8,12,12,15,15,10,10,0,0,0
5,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,12,0,-2,-2
6,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,10,12,2,-5,-2
7,U.S.A.-Israel,gpt-4o,0.8,10,12,10,12,10,8,-2,-2,2
8,U.S.A.-Israel,gpt-4o,0.8,12,12,10,15,7,15,0,-5,-8
9,U.S.A.-Israel,gpt-4o,0.8,10,12,10,10,10,12,-2,0,-2
10,U.S.A.-Israel,gpt-4o,0.8,12,10,12,15,12,10,2,-3,2
11,U.S.A.-Israel,gpt-4o,0.8,10,14,14,7,10,10,-4,7,0
12,U.S.A.-Israel,gpt-4o,0.8,10,12,10,14,12,15,-2,-4,-3
13,U.S.A.-Israel,gpt-4o,0.8,10,14,10,12,12,15,-4,-2,-3
14,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,10,0,-2,0
15,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,12,10,0,-2,2
16,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,14,0,-5,-2
17,U.S.A.-Israel,gpt-4o,0.8,8,12,10,15,10,15,-4,-5,-5
18,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,15,0,-5,-3
19,U.S.A.-Israel,gpt-4o,0.8,14,10,10,12,7,10,4,-2,-3
20,U.S.A.-Israel,gpt-4o,0.8,12,10,10,10,10,15,2,0,-5
21,U.S.A.-Israel,gpt-4o,0.8,10,12,10,12,10,12,-2,-2,-2
22,U.S.A.-Israel,gpt-4o,0.8,10,12,10,15,10,10,-2,-5,0
23,U.S.A.-Israel,gpt-4o,0.8,12,10,12,12,9,12,2,0,-3
24,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,10,12,2,-5,-2
25,U.S.A.-Israel,gpt-4o,0.8,10,12,8,12,10,12,-2,-4,-2
26,U.S.A.-Israel,gpt-4o,0.8,10,8,8,12,10,15,2,-4,-5
27,U.S.A.-Israel,gpt-4o,0.8,10,15,10,14,10,15,-5,-4,-5
28,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,10,15,2,-5,-5
29,U.S.A.-Israel,gpt-4o,0.8,10,10,12,12,10,12,0,0,-2
30,U.S.A.-Israel,gpt-4o,0.8,12,10,14,12,10,11,2,2,-1
31,U.S.A.-Israel,gpt-4o,0.8,10,10,7,15,10,15,0,-8,-5
32,U.S.A.-Israel,gpt-4o,0.8,12,10,13,12,10,12,2,1,-2
33,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,10,12,0,-5,-2
34,U.S.A.-Israel,gpt-4o,0.8,12,10,10,13,10,15,2,-3,-5
35,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,8,15,2,-5,-7
36,U.S.A.-Israel,gpt-4o,0.8,10,8,10,15,10,12,2,-5,-2
37,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,12,0,-5,0
38,U.S.A.-Israel,gpt-4o,0.8,12,14,10,12,10,10,-2,-2,0
39,U.S.A.-Israel,gpt-4o,0.8,10,10,12,15,10,12,0,-3,-2
40,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,5,15,0,-5,-10
41,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,5,15,2,-5,-10
42,U.S.A.-Israel,gpt-4o,0.8,12,12,10,15,10,15,0,-5,-5
43,U.S.A.-Israel,gpt-4o,0.8,10,12,10,15,10,15,-2,-5,-5
44,U.S.A.-Israel,gpt-4o,0.8,12,10,10,13,10,10,2,-3,0
45,U.S.A.-Israel,gpt-4o,0.8,10,12,10,15,10,15,-2,-5,-5
46,U.S.A.-Israel,gpt-4o,0.8,10,15,10,15,10,15,-5,-5,-5
47,U.S.A.-Israel,gpt-4o,0.8,10,10,10,14,10,12,0,-4,-2
48,U.S.A.-Israel,gpt-4o,0.8,10,10,12,14,10,13,0,-2,-3
49,U.S.A.-Israel,gpt-4o,0.8,10,12,12,15,10,15,-2,-3,-5
50,U.S.A.-Israel,gpt-4o,0.8,10,10,8,15,10,15,0,-7,-5
51,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,10,0,-5,2
52,U.S.A.-Israel,gpt-4o,0.8,10,10,12,12,10,10,0,0,0
53,U.S.A.-Israel,gpt-4o,0.8,10,10,7,15,10,10,0,-8,0
54,U.S.A.-Israel,gpt-4o,0.8,12,15,10,12,12,12,-3,-2,0
55,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,15,0,-5,-3
56,U.S.A.-Israel,gpt-4o,0.8,12,10,10,12,10,10,2,-2,0
57,U.S.A.-Israel,gpt-4o,0.8,15,10,10,14,12,14,5,-4,-2
58,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,12,0,-2,-2
59,U.S.A.-Israel,gpt-4o,0.8,10,12,10,15,10,15,-2,-5,-5
60,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,10,0,-2,0
61,U.S.A.-Israel,gpt-4o,0.8,10,12,10,13,10,12,-2,-3,-2
62,U.S.A.-Israel,gpt-4o,0.8,10,5,12,12,12,14,5,0,-2
63,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,14,0,-2,-4
64,U.S.A.-Israel,gpt-4o,0.8,12,10,10,12,12,12,2,-2,0
65,U.S.A.-Israel,gpt-4o,0.8,12,12,10,15,10,15,0,-5,-5
66,U.S.A.-Israel,gpt-4o,0.8,12,12,15,12,10,12,0,3,-2
67,U.S.A.-Israel,gpt-4o,0.8,10,10,10,12,10,15,0,-2,-5
68,U.S.A.-Israel,gpt-4o,0.8,10,10,12,14,10,10,0,-2,0
69,U.S.A.-Israel,gpt-4o,0.8,12,12,10,12,10,15,0,-2,-5
70,U.S.A.-Israel,gpt-4o,0.8,12,10,10,15,10,15,2,-5,-5
71,U.S.A.-Israel,gpt-4o,0.8,10,10,10,15,12,12,0,-5,0
72,U.S.A.-Israel,gpt-4o,0.8,8,12,10,12,10,15,-4,-2,-5
73,U.S.A.-Israel,gpt-4o,0.8,15,10,15,10,10,12,5,5,-2
74,U.S.A.-Israel,gpt-4o,0.8,10,12,10,12,10,15,-2,-2,-5
75,U.S.A.-Israel,gpt-4o,0.8,12,12,10,15,10,15,0,-5,-5
76,U.S.A.-Israel,gpt-4o,0.8,10,10,10,10,10,12,0,0,-2
77,U.S.A.-Israel,gpt-4o,0.8,12,12,12,14,10,14,0,-2,-4
1,Japan-Philippines,gpt-4o,0.8,12,10,10,14,10,10,2,-4,0
2,Japan-Philippines,gpt-4o,0.8,10,10,8,10,12,8,0,-2,4
3,Japan-Philippines,gpt-4o,0.8,10,10,10,10,10,5,0,0,5
4,Japan-Philippines,gpt-4o,0.8,8,8,10,10,10,10,0,0,0
5,Japan-Philippines,gpt-4o,0.8,14,12,10,10,8,7,2,0,1
6,Japan-Philippines,gpt-4o,0.8,10,5,12,8,8,5,5,4,3
7,Japan-Philippines,gpt-4o,0.8,10,12,5,10,8,5,-2,-5,3
8,Japan-Philippines,gpt-4o,0.8,10,8,10,14,10,10,2,-4,0
9,Japan-Philippines,gpt-4o,0.8,10,5,10,10,10,8,5,0,2
10,Japan-Philippines,gpt-4o,0.8,12,10,10,10,8,12,2,0,-4
11,Japan-Philippines,gpt-4o,0.8,10,10,10,12,8,8,0,-2,0
12,Japan-Philippines,gpt-4o,0.8,10,8,12,8,10,10,2,4,0
13,Japan-Philippines,gpt-4o,0.8,8,8,12,10,10,10,0,2,0
14,Japan-Philippines,gpt-4o,0.8,10,10,5,10,10,8,0,-5,2
15,Japan-Philippines,gpt-4o,0.8,10,5,10,7,10,12,5,3,-2
16,Japan-Philippines,gpt-4o,0.8,10,5,12,10,10,10,5,2,0
17,Japan-Philippines,gpt-4o,0.8,12,10,8,10,10,9,2,-2,1
